plot_id;PM_BER_PC;bbch_stage;observation_date
2C;30;BBCH 89;28/08/2024
2C;0;BBCH 89;28/08/2024
2C;20;BBCH 89;28/08/2024
2D;0;BBCH 89;28/08/2024
2D;10;BBCH 89;28/08/2024
2D;20;BBCH 89;28/08/2024
2D;0;BBCH 89;28/08/2024
2D;0;BBCH 89;28/08/2024
2D;0;BBCH 89;28/08/2024
2D;50;BBCH 89;28/08/2024
2D;5;BBCH 89;28/08/2024
2D;10;BBCH 89;28/08/2024
2D;10;BBCH 89;28/08/2024
2D;50;BBCH 89;28/08/2024
2D;0;BBCH 89;28/08/2024
2D;0;BBCH 89;28/08/2024
2D;0;BBCH 89;28/08/2024
2D;0;BBCH 89;28/08/2024
2D;50;BBCH 89;28/08/2024
2D;20;BBCH 89;28/08/2024
2D;5;BBCH 89;28/08/2024
2D;0;BBCH 89;28/08/2024
2D;0;BBCH 89;28/08/2024
2D;10;BBCH 89;28/08/2024
2D;60;BBCH 89;28/08/2024
2D;0;BBCH 89;28/08/2024
2D;30;BBCH 89;28/08/2024
2D;0;BBCH 89;28/08/2024
2D;30;BBCH 89;28/08/2024
2D;0;BBCH 89;28/08/2024
2D;0;BBCH 89;28/08/2024
2D;20;BBCH 89;28/08/2024
2D;0;BBCH 89;28/08/2024
2D;50;BBCH 89;28/08/2024
2D;0;BBCH 89;28/08/2024
2D;20;BBCH 89;28/08/2024
2D;10;BBCH 89;28/08/2024
2D;50;BBCH 89;28/08/2024
2D;10;BBCH 89;28/08/2024
2D;5;BBCH 89;28/08/2024
2D;0;BBCH 89;28/08/2024
2D;0;BBCH 89;28/08/2024
2D;5;BBCH 89;28/08/2024
2D;0;BBCH 89;28/08/2024
2D;0;BBCH 89;28/08/2024
2D;5;BBCH 89;28/08/2024
2D;10;BBCH 89;28/08/2024
2D;10;BBCH 89;28/08/2024
2D;5;BBCH 89;28/08/2024
2D;5;BBCH 89;28/08/2024
2D;0;BBCH 89;28/08/2024
2D;2;BBCH 89;28/08/2024
2D;10;BBCH 89;28/08/2024
3A;10;BBCH 89;28/08/2024
3A;10;BBCH 89;28/08/2024
3A;0;BBCH 89;28/08/2024
3A;5;BBCH 89;28/08/2024
3A;0;BBCH 89;28/08/2024
3A;0;BBCH 89;28/08/2024
3A;40;BBCH 89;28/08/2024
3A;5;BBCH 89;28/08/2024
3A;10;BBCH 89;28/08/2024
3A;5;BBCH 89;28/08/2024
3A;2;BBCH 89;28/08/2024
3A;5;BBCH 89;28/08/2024
3A;0;BBCH 89;28/08/2024
3A;0;BBCH 89;28/08/2024
3A;0;BBCH 89;28/08/2024
3A;5;BBCH 89;28/08/2024
3A;0;BBCH 89;28/08/2024
3A;0;BBCH 89;28/08/2024
3A;20;BBCH 89;28/08/2024
3A;0;BBCH 89;28/08/2024
3A;2;BBCH 89;28/08/2024
3A;0;BBCH 89;28/08/2024
3A;0;BBCH 89;28/08/2024
3A;0;BBCH 89;28/08/2024
3A;0;BBCH 89;28/08/2024
3A;10;BBCH 89;28/08/2024
3A;20;BBCH 89;28/08/2024
3A;70;BBCH 89;28/08/2024
3A;30;BBCH 89;28/08/2024
3A;30;BBCH 89;28/08/2024
3A;10;BBCH 89;28/08/2024
3A;0;BBCH 89;28/08/2024
3A;10;BBCH 89;28/08/2024
3A;10;BBCH 89;28/08/2024
3A;20;BBCH 89;28/08/2024
3A;5;BBCH 89;28/08/2024
3A;0;BBCH 89;28/08/2024
3A;30;BBCH 89;28/08/2024
3A;10;BBCH 89;28/08/2024
3A;5;BBCH 89;28/08/2024
3A;0;BBCH 89;28/08/2024
3A;50;BBCH 89;28/08/2024
3A;50;BBCH 89;28/08/2024
3A;5;BBCH 89;28/08/2024
3A;0;BBCH 89;28/08/2024
3A;30;BBCH 89;28/08/2024
3A;20;BBCH 89;28/08/2024
3A;0;BBCH 89;28/08/2024
3A;5;BBCH 89;28/08/2024
3A;30;BBCH 89;28/08/2024
3B;40;BBCH 89;28/08/2024
3B;0;BBCH 89;28/08/2024
3B;30;BBCH 89;28/08/2024
3B;0;BBCH 89;28/08/2024
3B;5;BBCH 89;28/08/2024
3B;0;BBCH 89;28/08/2024
3B;20;BBCH 89;28/08/2024
3B;60;BBCH 89;28/08/2024
3B;20;BBCH 89;28/08/2024
3B;50;BBCH 89;28/08/2024
3B;40;BBCH 89;28/08/2024
3B;20;BBCH 89;28/08/2024
3B;30;BBCH 89;28/08/2024
3B;10;BBCH 89;28/08/2024
3B;30;BBCH 89;28/08/2024
3B;30;BBCH 89;28/08/2024
3B;50;BBCH 89;28/08/2024
3B;40;BBCH 89;28/08/2024
3B;50;BBCH 89;28/08/2024
3B;30;BBCH 89;28/08/2024
3B;100;BBCH 89;28/08/2024
3B;0;BBCH 89;28/08/2024
3B;10;BBCH 89;28/08/2024
3B;5;BBCH 89;28/08/2024
3B;60;BBCH 89;28/08/2024
3B;0;BBCH 89;28/08/2024
3B;50;BBCH 89;28/08/2024
3B;30;BBCH 89;28/08/2024
3B;20;BBCH 89;28/08/2024
3B;50;BBCH 89;28/08/2024
3B;10;BBCH 89;28/08/2024
3B;10;BBCH 89;28/08/2024
3B;0;BBCH 89;28/08/2024
3B;0;BBCH 89;28/08/2024
3B;10;BBCH 89;28/08/2024
3B;20;BBCH 89;28/08/2024
3B;0;BBCH 89;28/08/2024
3B;5;BBCH 89;28/08/2024
3B;10;BBCH 89;28/08/2024
3B;20;BBCH 89;28/08/2024
3B;20;BBCH 89;28/08/2024
3B;10;BBCH 89;28/08/2024
3B;20;BBCH 89;28/08/2024
3B;30;BBCH 89;28/08/2024
3B;5;BBCH 89;28/08/2024
3B;30;BBCH 89;28/08/2024
3B;5;BBCH 89;28/08/2024
3B;0;BBCH 89;28/08/2024
3B;10;BBCH 89;28/08/2024
3B;5;BBCH 89;28/08/2024
3C;0;BBCH 89;28/08/2024
3C;40;BBCH 89;28/08/2024
3C;5;BBCH 89;28/08/2024
3C;10;BBCH 89;28/08/2024
3C;5;BBCH 89;28/08/2024
3C;20;BBCH 89;28/08/2024
3C;0;BBCH 89;28/08/2024
3C;0;BBCH 89;28/08/2024
3C;5;BBCH 89;28/08/2024
3C;5;BBCH 89;28/08/2024
3C;10;BBCH 89;28/08/2024
3C;20;BBCH 89;28/08/2024
3C;10;BBCH 89;28/08/2024
3C;5;BBCH 89;28/08/2024
3C;0;BBCH 89;28/08/2024
3C;5;BBCH 89;28/08/2024
3C;30;BBCH 89;28/08/2024
3C;30;BBCH 89;28/08/2024
3C;10;BBCH 89;28/08/2024
3C;20;BBCH 89;28/08/2024
3C;10;BBCH 89;28/08/2024
3C;0;BBCH 89;28/08/2024
3C;0;BBCH 89;28/08/2024
3C;5;BBCH 89;28/08/2024
3C;0;BBCH 89;28/08/2024
3C;0;BBCH 89;28/08/2024
3C;20;BBCH 89;28/08/2024
3C;30;BBCH 89;28/08/2024
3C;5;BBCH 89;28/08/2024
3C;30;BBCH 89;28/08/2024
3C;5;BBCH 89;28/08/2024
3C;0;BBCH 89;28/08/2024
3C;0;BBCH 89;28/08/2024
3C;0;BBCH 89;28/08/2024
3C;5;BBCH 89;28/08/2024
3C;5;BBCH 89;28/08/2024
3C;0;BBCH 89;28/08/2024
3C;0;BBCH 89;28/08/2024
3C;0;BBCH 89;28/08/2024
3C;0;BBCH 89;28/08/2024
3C;5;BBCH 89;28/08/2024
3C;5;BBCH 89;28/08/2024
3C;5;BBCH 89;28/08/2024
3C;0;BBCH 89;28/08/2024
3C;0;BBCH 89;28/08/2024
3C;0;BBCH 89;28/08/2024
3C;0;BBCH 89;28/08/2024
3C;0;BBCH 89;28/08/2024
3C;0;BBCH 89;28/08/2024
3C;5;BBCH 89;28/08/2024
3D;5;BBCH 89;28/08/2024
3D;5;BBCH 89;28/08/2024
3D;50;BBCH 89;28/08/2024
3D;0;BBCH 89;28/08/2024
3D;0;BBCH 89;28/08/2024
3D;50;BBCH 89;28/08/2024
3D;30;BBCH 89;28/08/2024
3D;5;BBCH 89;28/08/2024
3D;2;BBCH 89;28/08/2024
3D;70;BBCH 89;28/08/2024
3D;2;BBCH 89;28/08/2024
3D;5;BBCH 89;28/08/2024
3D;0;BBCH 89;28/08/2024
3D;0;BBCH 89;28/08/2024
3D;20;BBCH 89;28/08/2024
3D;0;BBCH 89;28/08/2024
3D;50;BBCH 89;28/08/2024
3D;30;BBCH 89;28/08/2024
3D;50;BBCH 89;28/08/2024
3D;20;BBCH 89;28/08/2024
3D;60;BBCH 89;28/08/2024
3D;10;BBCH 89;28/08/2024
3D;30;BBCH 89;28/08/2024
3D;20;BBCH 89;28/08/2024
3D;10;BBCH 89;28/08/2024
3D;50;BBCH 89;28/08/2024
3D;10;BBCH 89;28/08/2024
3D;10;BBCH 89;28/08/2024
3D;100;BBCH 89;28/08/2024
3D;0;BBCH 89;28/08/2024
3D;20;BBCH 89;28/08/2024
3D;20;BBCH 89;28/08/2024
3D;20;BBCH 89;28/08/2024
3D;5;BBCH 89;28/08/2024
3D;30;BBCH 89;28/08/2024
3D;10;BBCH 89;28/08/2024
3D;40;BBCH 89;28/08/2024
3D;20;BBCH 89;28/08/2024
3D;10;BBCH 89;28/08/2024
3D;5;BBCH 89;28/08/2024
3D;20;BBCH 89;28/08/2024
3D;30;BBCH 89;28/08/2024
3D;30;BBCH 89;28/08/2024
3D;20;BBCH 89;28/08/2024
3D;0;BBCH 89;28/08/2024
3D;0;BBCH 89;28/08/2024
3D;0;BBCH 89;28/08/2024
3D;5;BBCH 89;28/08/2024
3D;0;BBCH 89;28/08/2024
3D;20;BBCH 89;28/08/2024
4A;20;BBCH 89;28/08/2024
4A;20;BBCH 89;28/08/2024
4A;50;BBCH 89;28/08/2024
4A;20;BBCH 89;28/08/2024
4A;5;BBCH 89;28/08/2024
4A;10;BBCH 89;28/08/2024
4A;5;BBCH 89;28/08/2024
4A;0;BBCH 89;28/08/2024
4A;30;BBCH 89;28/08/2024
4A;10;BBCH 89;28/08/2024
4A;40;BBCH 89;28/08/2024
4A;20;BBCH 89;28/08/2024
4A;0;BBCH 89;28/08/2024
4A;100;BBCH 89;28/08/2024
4A;0;BBCH 89;28/08/2024
4A;5;BBCH 89;28/08/2024
4A;0;BBCH 89;28/08/2024
4A;10;BBCH 89;28/08/2024
4A;20;BBCH 89;28/08/2024
4A;5;BBCH 89;28/08/2024
4A;50;BBCH 89;28/08/2024
4A;5;BBCH 89;28/08/2024
4A;40;BBCH 89;28/08/2024
4A;40;BBCH 89;28/08/2024
4A;5;BBCH 89;28/08/2024
4A;60;BBCH 89;28/08/2024
4A;10;BBCH 89;28/08/2024
4A;20;BBCH 89;28/08/2024
4A;80;BBCH 89;28/08/2024
4A;5;BBCH 89;28/08/2024
4A;0;BBCH 89;28/08/2024
4A;0;BBCH 89;28/08/2024
4A;5;BBCH 89;28/08/2024
4A;0;BBCH 89;28/08/2024
4A;20;BBCH 89;28/08/2024
4A;5;BBCH 89;28/08/2024
4A;0;BBCH 89;28/08/2024
4A;0;BBCH 89;28/08/2024
4A;0;BBCH 89;28/08/2024
4A;5;BBCH 89;28/08/2024
4A;20;BBCH 89;28/08/2024
4A;50;BBCH 89;28/08/2024
4A;0;BBCH 89;28/08/2024
4A;80;BBCH 89;28/08/2024
4A;30;BBCH 89;28/08/2024
4A;70;BBCH 89;28/08/2024
4A;20;BBCH 89;28/08/2024
4A;30;BBCH 89;28/08/2024
4A;40;BBCH 89;28/08/2024
4A;30;BBCH 89;28/08/2024
4B;0;BBCH 89;28/08/2024
4B;30;BBCH 89;28/08/2024
4B;10;BBCH 89;28/08/2024
4B;0;BBCH 89;28/08/2024
4B;10;BBCH 89;28/08/2024
4B;70;BBCH 89;28/08/2024
4B;20;BBCH 89;28/08/2024
4B;50;BBCH 89;28/08/2024
4B;5;BBCH 89;28/08/2024
4B;20;BBCH 89;28/08/2024
4B;100;BBCH 89;28/08/2024
4B;20;BBCH 89;28/08/2024
4B;50;BBCH 89;28/08/2024
4B;10;BBCH 89;28/08/2024
4B;50;BBCH 89;28/08/2024
4B;90;BBCH 89;28/08/2024
4B;20;BBCH 89;28/08/2024
4B;5;BBCH 89;28/08/2024
4B;40;BBCH 89;28/08/2024
4B;0;BBCH 89;28/08/2024
4B;100;BBCH 89;28/08/2024
4B;60;BBCH 89;28/08/2024
4B;50;BBCH 89;28/08/2024
4B;50;BBCH 89;28/08/2024
4B;80;BBCH 89;28/08/2024
4B;30;BBCH 89;28/08/2024
4B;80;BBCH 89;28/08/2024
4B;20;BBCH 89;28/08/2024
4B;20;BBCH 89;28/08/2024
4B;10;BBCH 89;28/08/2024
4B;5;BBCH 89;28/08/2024
4B;10;BBCH 89;28/08/2024
4B;50;BBCH 89;28/08/2024
4B;20;BBCH 89;28/08/2024
4B;20;BBCH 89;28/08/2024
4B;5;BBCH 89;28/08/2024
4B;20;BBCH 89;28/08/2024
4B;10;BBCH 89;28/08/2024
4B;100;BBCH 89;28/08/2024
4B;5;BBCH 89;28/08/2024
4B;50;BBCH 89;28/08/2024
4B;20;BBCH 89;28/08/2024
4B;70;BBCH 89;28/08/2024
4B;90;BBCH 89;28/08/2024
4B;50;BBCH 89;28/08/2024
4B;100;BBCH 89;28/08/2024
4B;20;BBCH 89;28/08/2024
4B;50;BBCH 89;28/08/2024
4B;20;BBCH 89;28/08/2024
4B;5;BBCH 89;28/08/2024
4C;50;BBCH 89;28/08/2024
4C;40;BBCH 89;28/08/2024
4C;0;BBCH 89;28/08/2024
4C;5;BBCH 89;28/08/2024
4C;20;BBCH 89;28/08/2024
4C;30;BBCH 89;28/08/2024
4C;10;BBCH 89;28/08/2024
4C;20;BBCH 89;28/08/2024
4C;0;BBCH 89;28/08/2024
4C;5;BBCH 89;28/08/2024
4C;0;BBCH 89;28/08/2024
4C;5;BBCH 89;28/08/2024
4C;30;BBCH 89;28/08/2024
4C;10;BBCH 89;28/08/2024
4C;50;BBCH 89;28/08/2024
4C;0;BBCH 89;28/08/2024
4C;0;BBCH 89;28/08/2024
4C;40;BBCH 89;28/08/2024
4C;50;BBCH 89;28/08/2024
4C;5;BBCH 89;28/08/2024
4C;20;BBCH 89;28/08/2024
4C;0;BBCH 89;28/08/2024
4C;5;BBCH 89;28/08/2024
4C;10;BBCH 89;28/08/2024
4C;0;BBCH 89;28/08/2024
4C;100;BBCH 89;28/08/2024
4C;40;BBCH 89;28/08/2024
4C;0;BBCH 89;28/08/2024
4C;0;BBCH 89;28/08/2024
4C;5;BBCH 89;28/08/2024
4C;20;BBCH 89;28/08/2024
4C;0;BBCH 89;28/08/2024
4C;5;BBCH 89;28/08/2024
4C;0;BBCH 89;28/08/2024
4C;5;BBCH 89;28/08/2024
4C;50;BBCH 89;28/08/2024
4C;50;BBCH 89;28/08/2024
4C;10;BBCH 89;28/08/2024
4C;20;BBCH 89;28/08/2024
4C;10;BBCH 89;28/08/2024
4C;30;BBCH 89;28/08/2024
4C;0;BBCH 89;28/08/2024
4C;5;BBCH 89;28/08/2024
4C;0;BBCH 89;28/08/2024
4C;10;BBCH 89;28/08/2024
4C;5;BBCH 89;28/08/2024
4C;2;BBCH 89;28/08/2024
4C;0;BBCH 89;28/08/2024
4C;5;BBCH 89;28/08/2024
4C;20;BBCH 89;28/08/2024
4D;100;BBCH 89;28/08/2024
4D;0;BBCH 89;28/08/2024
4D;10;BBCH 89;28/08/2024
4D;20;BBCH 89;28/08/2024
4D;0;BBCH 89;28/08/2024
4D;0;BBCH 89;28/08/2024
4D;90;BBCH 89;28/08/2024
4D;5;BBCH 89;28/08/2024
4D;2;BBCH 89;28/08/2024
4D;50;BBCH 89;28/08/2024
4D;2;BBCH 89;28/08/2024
4D;5;BBCH 89;28/08/2024
4D;0;BBCH 89;28/08/2024
4D;5;BBCH 89;28/08/2024
4D;50;BBCH 89;28/08/2024
4D;5;BBCH 89;28/08/2024
4D;20;BBCH 89;28/08/2024
4D;0;BBCH 89;28/08/2024
4D;30;BBCH 89;28/08/2024
4D;20;BBCH 89;28/08/2024
4D;40;BBCH 89;28/08/2024
4D;10;BBCH 89;28/08/2024
4D;20;BBCH 89;28/08/2024
4D;10;BBCH 89;28/08/2024
4D;20;BBCH 89;28/08/2024
4D;0;BBCH 89;28/08/2024
4D;60;BBCH 89;28/08/2024
4D;5;BBCH 89;28/08/2024
4D;0;BBCH 89;28/08/2024
4D;5;BBCH 89;28/08/2024
4D;0;BBCH 89;28/08/2024
4D;0;BBCH 89;28/08/2024
4D;10;BBCH 89;28/08/2024
4D;100;BBCH 89;28/08/2024
4D;10;BBCH 89;28/08/2024
4D;0;BBCH 89;28/08/2024
4D;0;BBCH 89;28/08/2024
4D;0;BBCH 89;28/08/2024
4D;10;BBCH 89;28/08/2024
4D;10;BBCH 89;28/08/2024
4D;50;BBCH 89;28/08/2024
4D;5;BBCH 89;28/08/2024
4D;5;BBCH 89;28/08/2024
4D;10;BBCH 89;28/08/2024
4D;0;BBCH 89;28/08/2024
4D;2;BBCH 89;28/08/2024
4D;0;BBCH 89;28/08/2024
4D;10;BBCH 89;28/08/2024
4D;5;BBCH 89;28/08/2024
4D;5;BBCH 89;28/08/2024
5A;0;BBCH 89;28/08/2024
5A;50;BBCH 89;28/08/2024
5A;10;BBCH 89;28/08/2024
5A;10;BBCH 89;28/08/2024
5A;20;BBCH 89;28/08/2024
5A;40;BBCH 89;28/08/2024
5A;20;BBCH 89;28/08/2024
5A;50;BBCH 89;28/08/2024
5A;10;BBCH 89;28/08/2024
5A;0;BBCH 89;28/08/2024
5A;50;BBCH 89;28/08/2024
5A;30;BBCH 89;28/08/2024
5A;30;BBCH 89;28/08/2024
5A;20;BBCH 89;28/08/2024
5A;0;BBCH 89;28/08/2024
5A;30;BBCH 89;28/08/2024
5A;40;BBCH 89;28/08/2024
5A;100;BBCH 89;28/08/2024
5A;5;BBCH 89;28/08/2024
5A;10;BBCH 89;28/08/2024
5A;10;BBCH 89;28/08/2024
5A;100;BBCH 89;28/08/2024
5A;10;BBCH 89;28/08/2024
5A;0;BBCH 89;28/08/2024
5A;0;BBCH 89;28/08/2024
5A;0;BBCH 89;28/08/2024
5A;0;BBCH 89;28/08/2024
5A;5;BBCH 89;28/08/2024
5A;0;BBCH 89;28/08/2024
5A;0;BBCH 89;28/08/2024
5A;40;BBCH 89;28/08/2024
5A;0;BBCH 89;28/08/2024
5A;50;BBCH 89;28/08/2024
5A;20;BBCH 89;28/08/2024
5A;50;BBCH 89;28/08/2024
5A;10;BBCH 89;28/08/2024
5A;30;BBCH 89;28/08/2024
5A;40;BBCH 89;28/08/2024
5A;60;BBCH 89;28/08/2024
5A;20;BBCH 89;28/08/2024
5A;0;BBCH 89;28/08/2024
5A;0;BBCH 89;28/08/2024
5A;0;BBCH 89;28/08/2024
5A;5;BBCH 89;28/08/2024
5A;0;BBCH 89;28/08/2024
5A;10;BBCH 89;28/08/2024
5A;0;BBCH 89;28/08/2024
5A;5;BBCH 89;28/08/2024
5A;10;BBCH 89;28/08/2024
5A;10;BBCH 89;28/08/2024
5B;90;BBCH 89;28/08/2024
5B;0;BBCH 89;28/08/2024
5B;5;BBCH 89;28/08/2024
5B;0;BBCH 89;28/08/2024
5B;2;BBCH 89;28/08/2024
5B;10;BBCH 89;28/08/2024
5B;20;BBCH 89;28/08/2024
5B;100;BBCH 89;28/08/2024
5B;100;BBCH 89;28/08/2024
5B;5;BBCH 89;28/08/2024
5B;30;BBCH 89;28/08/2024
5B;2;BBCH 89;28/08/2024
5B;0;BBCH 89;28/08/2024
5B;40;BBCH 89;28/08/2024
5B;50;BBCH 89;28/08/2024
5B;40;BBCH 89;28/08/2024
5B;20;BBCH 89;28/08/2024
5B;20;BBCH 89;28/08/2024
5B;0;BBCH 89;28/08/2024
5B;30;BBCH 89;28/08/2024
5B;10;BBCH 89;28/08/2024
5B;20;BBCH 89;28/08/2024
5B;0;BBCH 89;28/08/2024
5B;20;BBCH 89;28/08/2024
5B;10;BBCH 89;28/08/2024
5B;0;BBCH 89;28/08/2024
5B;0;BBCH 89;28/08/2024
5B;20;BBCH 89;28/08/2024
5B;5;BBCH 89;28/08/2024
5B;0;BBCH 89;28/08/2024
5B;5;BBCH 89;28/08/2024
5B;0;BBCH 89;28/08/2024
5B;70;BBCH 89;28/08/2024
5B;0;BBCH 89;28/08/2024
5B;50;BBCH 89;28/08/2024
5B;30;BBCH 89;28/08/2024
5B;20;BBCH 89;28/08/2024
5B;10;BBCH 89;28/08/2024
5B;70;BBCH 89;28/08/2024
5B;100;BBCH 89;28/08/2024
5B;70;BBCH 89;28/08/2024
5B;40;BBCH 89;28/08/2024
5B;5;BBCH 89;28/08/2024
5B;100;BBCH 89;28/08/2024
5B;50;BBCH 89;28/08/2024
5B;70;BBCH 89;28/08/2024
5B;0;BBCH 89;28/08/2024
5B;90;BBCH 89;28/08/2024
5B;0;BBCH 89;28/08/2024
5B;0;BBCH 89;28/08/2024
5C;50;BBCH 89;28/08/2024
5C;20;BBCH 89;28/08/2024
5C;60;BBCH 89;28/08/2024
5C;30;BBCH 89;28/08/2024
