plot_id;PM_BER_PC;bbch_stage;observation_date
8B;10;BBCH 89;28/08/2024
8B;0;BBCH 89;28/08/2024
8B;10;BBCH 89;28/08/2024
8B;10;BBCH 89;28/08/2024
8B;0;BBCH 89;28/08/2024
8B;0;BBCH 89;28/08/2024
8B;100;BBCH 89;28/08/2024
8B;0;BBCH 89;28/08/2024
8B;0;BBCH 89;28/08/2024
8B;10;BBCH 89;28/08/2024
8B;5;BBCH 89;28/08/2024
8B;70;BBCH 89;28/08/2024
8B;10;BBCH 89;28/08/2024
8B;0;BBCH 89;28/08/2024
8B;20;BBCH 89;28/08/2024
8B;0;BBCH 89;28/08/2024
8B;40;BBCH 89;28/08/2024
8B;30;BBCH 89;28/08/2024
8B;10;BBCH 89;28/08/2024
8B;0;BBCH 89;28/08/2024
8B;0;BBCH 89;28/08/2024
8B;0;BBCH 89;28/08/2024
8B;0;BBCH 89;28/08/2024
8B;0;BBCH 89;28/08/2024
8B;0;BBCH 89;28/08/2024
8B;0;BBCH 89;28/08/2024
8B;20;BBCH 89;28/08/2024
8B;10;BBCH 89;28/08/2024
8B;0;BBCH 89;28/08/2024
8B;5;BBCH 89;28/08/2024
8B;0;BBCH 89;28/08/2024
8B;10;BBCH 89;28/08/2024
8B;0;BBCH 89;28/08/2024
8B;5;BBCH 89;28/08/2024
8B;0;BBCH 89;28/08/2024
8B;10;BBCH 89;28/08/2024
8B;5;BBCH 89;28/08/2024
8B;50;BBCH 89;28/08/2024
8B;100;BBCH 89;28/08/2024
8C;0;BBCH 89;28/08/2024
8C;20;BBCH 89;28/08/2024
8C;5;BBCH 89;28/08/2024
8C;0;BBCH 89;28/08/2024
8C;0;BBCH 89;28/08/2024
8C;30;BBCH 89;28/08/2024
8C;10;BBCH 89;28/08/2024
8C;5;BBCH 89;28/08/2024
8C;30;BBCH 89;28/08/2024
8C;10;BBCH 89;28/08/2024
8C;30;BBCH 89;28/08/2024
8C;0;BBCH 89;28/08/2024
8C;0;BBCH 89;28/08/2024
8C;20;BBCH 89;28/08/2024
8C;0;BBCH 89;28/08/2024
8C;10;BBCH 89;28/08/2024
8C;5;BBCH 89;28/08/2024
8C;0;BBCH 89;28/08/2024
8C;20;BBCH 89;28/08/2024
8C;20;BBCH 89;28/08/2024
8C;20;BBCH 89;28/08/2024
8C;30;BBCH 89;28/08/2024
8C;10;BBCH 89;28/08/2024
8C;0;BBCH 89;28/08/2024
8C;5;BBCH 89;28/08/2024
8C;5;BBCH 89;28/08/2024
8C;0;BBCH 89;28/08/2024
8C;10;BBCH 89;28/08/2024
8C;0;BBCH 89;28/08/2024
8C;0;BBCH 89;28/08/2024
8C;0;BBCH 89;28/08/2024
8C;5;BBCH 89;28/08/2024
8C;0;BBCH 89;28/08/2024
8C;5;BBCH 89;28/08/2024
8C;50;BBCH 89;28/08/2024
8C;0;BBCH 89;28/08/2024
8C;0;BBCH 89;28/08/2024
8C;0;BBCH 89;28/08/2024
8C;0;BBCH 89;28/08/2024
8C;5;BBCH 89;28/08/2024
8C;0;BBCH 89;28/08/2024
8C;0;BBCH 89;28/08/2024
8C;5;BBCH 89;28/08/2024
8C;0;BBCH 89;28/08/2024
8C;10;BBCH 89;28/08/2024
8C;20;BBCH 89;28/08/2024
8C;0;BBCH 89;28/08/2024
8C;0;BBCH 89;28/08/2024
8C;5;BBCH 89;28/08/2024
8C;20;BBCH 89;28/08/2024
8D;5;BBCH 89;28/08/2024
8D;5;BBCH 89;28/08/2024
8D;50;BBCH 89;28/08/2024
8D;10;BBCH 89;28/08/2024
8D;30;BBCH 89;28/08/2024
8D;5;BBCH 89;28/08/2024
8D;10;BBCH 89;28/08/2024
8D;10;BBCH 89;28/08/2024
8D;0;BBCH 89;28/08/2024
8D;0;BBCH 89;28/08/2024
8D;0;BBCH 89;28/08/2024
8D;5;BBCH 89;28/08/2024
8D;0;BBCH 89;28/08/2024
8D;0;BBCH 89;28/08/2024
8D;10;BBCH 89;28/08/2024
8D;10;BBCH 89;28/08/2024
8D;20;BBCH 89;28/08/2024
8D;0;BBCH 89;28/08/2024
8D;5;BBCH 89;28/08/2024
8D;5;BBCH 89;28/08/2024
8D;20;BBCH 89;28/08/2024
8D;100;BBCH 89;28/08/2024
8D;10;BBCH 89;28/08/2024
8D;30;BBCH 89;28/08/2024
8D;0;BBCH 89;28/08/2024
8D;20;BBCH 89;28/08/2024
8D;0;BBCH 89;28/08/2024
8D;0;BBCH 89;28/08/2024
8D;10;BBCH 89;28/08/2024
8D;20;BBCH 89;28/08/2024
8D;0;BBCH 89;28/08/2024
8D;0;BBCH 89;28/08/2024
8D;0;BBCH 89;28/08/2024
8D;0;BBCH 89;28/08/2024
8D;20;BBCH 89;28/08/2024
8D;0;BBCH 89;28/08/2024
8D;5;BBCH 89;28/08/2024
8D;10;BBCH 89;28/08/2024
8D;0;BBCH 89;28/08/2024
8D;0;BBCH 89;28/08/2024
8D;5;BBCH 89;28/08/2024
8D;0;BBCH 89;28/08/2024
8D;0;BBCH 89;28/08/2024
8D;0;BBCH 89;28/08/2024
8D;0;BBCH 89;28/08/2024
8D;0;BBCH 89;28/08/2024
8D;5;BBCH 89;28/08/2024
8D;0;BBCH 89;28/08/2024
8D;0;BBCH 89;28/08/2024
8D;10;BBCH 89;28/08/2024
9A;40;BBCH 89;28/08/2024
9A;30;BBCH 89;28/08/2024
9A;0;BBCH 89;28/08/2024
9A;10;BBCH 89;28/08/2024
9A;0;BBCH 89;28/08/2024
9A;20;BBCH 89;28/08/2024
9A;0;BBCH 89;28/08/2024
9A;50;BBCH 89;28/08/2024
9A;80;BBCH 89;28/08/2024
9A;0;BBCH 89;28/08/2024
9A;10;BBCH 89;28/08/2024
9A;10;BBCH 89;28/08/2024
9A;20;BBCH 89;28/08/2024
9A;10;BBCH 89;28/08/2024
9A;5;BBCH 89;28/08/2024
9A;0;BBCH 89;28/08/2024
9A;10;BBCH 89;28/08/2024
9A;0;BBCH 89;28/08/2024
9A;90;BBCH 89;28/08/2024
9A;30;BBCH 89;28/08/2024
9A;10;BBCH 89;28/08/2024
9A;5;BBCH 89;28/08/2024
9A;0;BBCH 89;28/08/2024
9A;20;BBCH 89;28/08/2024
9A;10;BBCH 89;28/08/2024
9A;50;BBCH 89;28/08/2024
9A;0;BBCH 89;28/08/2024
9A;90;BBCH 89;28/08/2024
9A;40;BBCH 89;28/08/2024
9A;70;BBCH 89;28/08/2024
9A;40;BBCH 89;28/08/2024
9A;30;BBCH 89;28/08/2024
9A;20;BBCH 89;28/08/2024
9A;0;BBCH 89;28/08/2024
9A;0;BBCH 89;28/08/2024
9A;10;BBCH 89;28/08/2024
9A;0;BBCH 89;28/08/2024
9A;5;BBCH 89;28/08/2024
9A;20;BBCH 89;28/08/2024
9A;5;BBCH 89;28/08/2024
9A;2;BBCH 89;28/08/2024
9A;5;BBCH 89;28/08/2024
9A;10;BBCH 89;28/08/2024
9A;5;BBCH 89;28/08/2024
9A;10;BBCH 89;28/08/2024
9A;0;BBCH 89;28/08/2024
9A;50;BBCH 89;28/08/2024
9A;0;BBCH 89;28/08/2024
9A;10;BBCH 89;28/08/2024
9A;0;BBCH 89;28/08/2024
9B;50;BBCH 89;28/08/2024
9B;0;BBCH 89;28/08/2024
9B;0;BBCH 89;28/08/2024
9B;30;BBCH 89;28/08/2024
9B;10;BBCH 89;28/08/2024
9B;40;BBCH 89;28/08/2024
9B;5;BBCH 89;28/08/2024
9B;0;BBCH 89;28/08/2024
9B;0;BBCH 89;28/08/2024
9B;0;BBCH 89;28/08/2024
9B;20;BBCH 89;28/08/2024
9B;10;BBCH 89;28/08/2024
9B;0;BBCH 89;28/08/2024
9B;0;BBCH 89;28/08/2024
9B;0;BBCH 89;28/08/2024
9B;70;BBCH 89;28/08/2024
9B;40;BBCH 89;28/08/2024
9B;5;BBCH 89;28/08/2024
9B;5;BBCH 89;28/08/2024
9B;10;BBCH 89;28/08/2024
9B;0;BBCH 89;28/08/2024
9B;20;BBCH 89;28/08/2024
9B;10;BBCH 89;28/08/2024
9B;100;BBCH 89;28/08/2024
9B;70;BBCH 89;28/08/2024
9B;5;BBCH 89;28/08/2024
9B;40;BBCH 89;28/08/2024
9B;80;BBCH 89;28/08/2024
9B;2;BBCH 89;28/08/2024
9B;50;BBCH 89;28/08/2024
9B;0;BBCH 89;28/08/2024
9B;0;BBCH 89;28/08/2024
9B;0;BBCH 89;28/08/2024
9B;50;BBCH 89;28/08/2024
9B;0;BBCH 89;28/08/2024
9B;30;BBCH 89;28/08/2024
9B;10;BBCH 89;28/08/2024
9B;40;BBCH 89;28/08/2024
9B;40;BBCH 89;28/08/2024
9B;10;BBCH 89;28/08/2024
9B;0;BBCH 89;28/08/2024
9B;60;BBCH 89;28/08/2024
9B;20;BBCH 89;28/08/2024
9B;0;BBCH 89;28/08/2024
9B;5;BBCH 89;28/08/2024
9B;100;BBCH 89;28/08/2024
9B;0;BBCH 89;28/08/2024
9B;10;BBCH 89;28/08/2024
9B;20;BBCH 89;28/08/2024
9B;5;BBCH 89;28/08/2024
9C;5;BBCH 89;28/08/2024
9C;30;BBCH 89;28/08/2024
9C;0;BBCH 89;28/08/2024
9C;0;BBCH 89;28/08/2024
9C;20;BBCH 89;28/08/2024
9C;5;BBCH 89;28/08/2024
9C;5;BBCH 89;28/08/2024
9C;0;BBCH 89;28/08/2024
9C;5;BBCH 89;28/08/2024
9C;0;BBCH 89;28/08/2024
9C;20;BBCH 89;28/08/2024
9C;30;BBCH 89;28/08/2024
9C;0;BBCH 89;28/08/2024
9C;50;BBCH 89;28/08/2024
9C;0;BBCH 89;28/08/2024
9C;30;BBCH 89;28/08/2024
9C;50;BBCH 89;28/08/2024
9C;10;BBCH 89;28/08/2024
9C;30;BBCH 89;28/08/2024
9C;10;BBCH 89;28/08/2024
9C;80;BBCH 89;28/08/2024
9C;20;BBCH 89;28/08/2024
9C;0;BBCH 89;28/08/2024
9C;50;BBCH 89;28/08/2024
9C;0;BBCH 89;28/08/2024
9C;20;BBCH 89;28/08/2024
9C;20;BBCH 89;28/08/2024
9C;5;BBCH 89;28/08/2024
9C;0;BBCH 89;28/08/2024
9C;5;BBCH 89;28/08/2024
9C;20;BBCH 89;28/08/2024
9C;5;BBCH 89;28/08/2024
9C;0;BBCH 89;28/08/2024
9C;5;BBCH 89;28/08/2024
9C;30;BBCH 89;28/08/2024
9C;0;BBCH 89;28/08/2024
9C;0;BBCH 89;28/08/2024
9C;5;BBCH 89;28/08/2024
9C;20;BBCH 89;28/08/2024
9C;0;BBCH 89;28/08/2024
9C;10;BBCH 89;28/08/2024
9C;0;BBCH 89;28/08/2024
9C;0;BBCH 89;28/08/2024
9C;10;BBCH 89;28/08/2024
9C;10;BBCH 89;28/08/2024
9C;20;BBCH 89;28/08/2024
9C;0;BBCH 89;28/08/2024
9C;2;BBCH 89;28/08/2024
9C;0;BBCH 89;28/08/2024
9C;10;BBCH 89;28/08/2024
9D;0;BBCH 89;28/08/2024
9D;0;BBCH 89;28/08/2024
9D;0;BBCH 89;28/08/2024
9D;5;BBCH 89;28/08/2024
9D;5;BBCH 89;28/08/2024
9D;0;BBCH 89;28/08/2024
9D;0;BBCH 89;28/08/2024
9D;10;BBCH 89;28/08/2024
9D;10;BBCH 89;28/08/2024
9D;5;BBCH 89;28/08/2024
9D;0;BBCH 89;28/08/2024
9D;0;BBCH 89;28/08/2024
9D;0;BBCH 89;28/08/2024
9D;0;BBCH 89;28/08/2024
9D;20;BBCH 89;28/08/2024
9D;0;BBCH 89;28/08/2024
9D;30;BBCH 89;28/08/2024
9D;5;BBCH 89;28/08/2024
9D;0;BBCH 89;28/08/2024
9D;0;BBCH 89;28/08/2024
9D;0;BBCH 89;28/08/2024
9D;5;BBCH 89;28/08/2024
9D;10;BBCH 89;28/08/2024
9D;0;BBCH 89;28/08/2024
9D;20;BBCH 89;28/08/2024
9D;0;BBCH 89;28/08/2024
9D;0;BBCH 89;28/08/2024
9D;80;BBCH 89;28/08/2024
9D;70;BBCH 89;28/08/2024
9D;5;BBCH 89;28/08/2024
9D;0;BBCH 89;28/08/2024
9D;20;BBCH 89;28/08/2024
9D;2;BBCH 89;28/08/2024
9D;10;BBCH 89;28/08/2024
9D;5;BBCH 89;28/08/2024
9D;30;BBCH 89;28/08/2024
9D;2;BBCH 89;28/08/2024
9D;20;BBCH 89;28/08/2024
9D;20;BBCH 89;28/08/2024
9D;2;BBCH 89;28/08/2024
9D;5;BBCH 89;28/08/2024
9D;5;BBCH 89;28/08/2024
9D;0;BBCH 89;28/08/2024
9D;50;BBCH 89;28/08/2024
9D;0;BBCH 89;28/08/2024
9D;50;BBCH 89;28/08/2024
9D;5;BBCH 89;28/08/2024
9D;10;BBCH 89;28/08/2024
9D;0;BBCH 89;28/08/2024
9D;0;BBCH 89;28/08/2024
TNT1;5;BBCH 89;28/08/2024
TNT1;50;BBCH 89;28/08/2024
TNT1;50;BBCH 89;28/08/2024
TNT1;80;BBCH 89;28/08/2024
TNT1;100;BBCH 89;28/08/2024
TNT1;100;BBCH 89;28/08/2024
TNT1;80;BBCH 89;28/08/2024
TNT1;80;BBCH 89;28/08/2024
TNT1;30;BBCH 89;28/08/2024
TNT1;30;BBCH 89;28/08/2024
TNT1;30;BBCH 89;28/08/2024
TNT1;60;BBCH 89;28/08/2024
TNT1;20;BBCH 89;28/08/2024
TNT1;50;BBCH 89;28/08/2024
TNT1;80;BBCH 89;28/08/2024
TNT1;90;BBCH 89;28/08/2024
TNT1;90;BBCH 89;28/08/2024
TNT1;100;BBCH 89;28/08/2024
TNT1;70;BBCH 89;28/08/2024
TNT1;70;BBCH 89;28/08/2024
TNT1;50;BBCH 89;28/08/2024
TNT1;30;BBCH 89;28/08/2024
TNT1;80;BBCH 89;28/08/2024
TNT1;80;BBCH 89;28/08/2024
TNT1;30;BBCH 89;28/08/2024
TNT1;100;BBCH 89;28/08/2024
TNT1;100;BBCH 89;28/08/2024
TNT1;50;BBCH 89;28/08/2024
TNT1;100;BBCH 89;28/08/2024
TNT1;60;BBCH 89;28/08/2024
TNT1;70;BBCH 89;28/08/2024
TNT1;100;BBCH 89;28/08/2024
TNT1;50;BBCH 89;28/08/2024
TNT1;90;BBCH 89;28/08/2024
TNT1;100;BBCH 89;28/08/2024
TNT1;80;BBCH 89;28/08/2024
TNT1;90;BBCH 89;28/08/2024
TNT1;100;BBCH 89;28/08/2024
TNT1;40;BBCH 89;28/08/2024
TNT1;50;BBCH 89;28/08/2024
TNT1;40;BBCH 89;28/08/2024
TNT1;50;BBCH 89;28/08/2024
TNT1;50;BBCH 89;28/08/2024
TNT1;50;BBCH 89;28/08/2024
TNT1;80;BBCH 89;28/08/2024
TNT1;100;BBCH 89;28/08/2024
TNT1;40;BBCH 89;28/08/2024
TNT1;100;BBCH 89;28/08/2024
TNT1;90;BBCH 89;28/08/2024
TNT1;20;BBCH 89;28/08/2024
TNT2;100;BBCH 89;28/08/2024
TNT2;100;BBCH 89;28/08/2024
TNT2;50;BBCH 89;28/08/2024
TNT2;40;BBCH 89;28/08/2024
TNT2;100;BBCH 89;28/08/2024
TNT2;40;BBCH 89;28/08/2024
TNT2;30;BBCH 89;28/08/2024
TNT2;30;BBCH 89;28/08/2024
TNT2;90;BBCH 89;28/08/2024
TNT2;70;BBCH 89;28/08/2024
TNT2;85;BBCH 89;28/08/2024
TNT2;80;BBCH 89;28/08/2024
TNT2;50;BBCH 89;28/08/2024
TNT2;60;BBCH 89;28/08/2024
TNT2;30;BBCH 89;28/08/2024
TNT2;60;BBCH 89;28/08/2024
TNT2;80;BBCH 89;28/08/2024
TNT2;70;BBCH 89;28/08/2024
TNT2;100;BBCH 89;28/08/2024
TNT2;40;BBCH 89;28/08/2024
TNT2;20;BBCH 89;28/08/2024
TNT2;100;BBCH 89;28/08/2024
TNT2;40;BBCH 89;28/08/2024
TNT2;20;BBCH 89;28/08/2024
TNT2;100;BBCH 89;28/08/2024
TNT2;90;BBCH 89;28/08/2024
TNT2;100;BBCH 89;28/08/2024
TNT2;60;BBCH 89;28/08/2024
TNT2;40;BBCH 89;28/08/2024
TNT2;50;BBCH 89;28/08/2024
TNT2;80;BBCH 89;28/08/2024
TNT2;100;BBCH 89;28/08/2024
TNT2;100;BBCH 89;28/08/2024
TNT2;80;BBCH 89;28/08/2024
TNT2;90;BBCH 89;28/08/2024
TNT2;80;BBCH 89;28/08/2024
TNT2;60;BBCH 89;28/08/2024
TNT2;100;BBCH 89;28/08/2024
TNT2;100;BBCH 89;28/08/2024
TNT2;90;BBCH 89;28/08/2024
TNT2;70;BBCH 89;28/08/2024
TNT2;100;BBCH 89;28/08/2024
TNT2;30;BBCH 89;28/08/2024
TNT2;90;BBCH 89;28/08/2024
TNT2;90;BBCH 89;28/08/2024
TNT2;100;BBCH 89;28/08/2024
TNT2;100;BBCH 89;28/08/2024
TNT2;100;BBCH 89;28/08/2024
TNT2;90;BBCH 89;28/08/2024
TNT2;80;BBCH 89;28/08/2024
TNT3;100;BBCH 89;28/08/2024
TNT3;30;BBCH 89;28/08/2024
TNT3;40;BBCH 89;28/08/2024
TNT3;80;BBCH 89;28/08/2024
TNT3;30;BBCH 89;28/08/2024
TNT3;50;BBCH 89;28/08/2024
TNT3;50;BBCH 89;28/08/2024
TNT3;10;BBCH 89;28/08/2024
TNT3;40;BBCH 89;28/08/2024
TNT3;90;BBCH 89;28/08/2024
TNT3;100;BBCH 89;28/08/2024
TNT3;5;BBCH 89;28/08/2024
TNT3;30;BBCH 89;28/08/2024
TNT3;100;BBCH 89;28/08/2024
TNT3;50;BBCH 89;28/08/2024
TNT3;30;BBCH 89;28/08/2024
TNT3;100;BBCH 89;28/08/2024
TNT3;30;BBCH 89;28/08/2024
TNT3;20;BBCH 89;28/08/2024
TNT3;10;BBCH 89;28/08/2024
TNT3;40;BBCH 89;28/08/2024
TNT3;20;BBCH 89;28/08/2024
TNT3;100;BBCH 89;28/08/2024
TNT3;30;BBCH 89;28/08/2024
TNT3;50;BBCH 89;28/08/2024
TNT3;20;BBCH 89;28/08/2024
TNT3;100;BBCH 89;28/08/2024
TNT3;100;BBCH 89;28/08/2024
TNT3;90;BBCH 89;28/08/2024
TNT3;90;BBCH 89;28/08/2024
TNT3;100;BBCH 89;28/08/2024
TNT3;90;BBCH 89;28/08/2024
TNT3;100;BBCH 89;28/08/2024
TNT3;80;BBCH 89;28/08/2024
TNT3;50;BBCH 89;28/08/2024
TNT3;90;BBCH 89;28/08/2024
TNT3;100;BBCH 89;28/08/2024
TNT3;0;BBCH 89;28/08/2024
TNT3;30;BBCH 89;28/08/2024
TNT3;80;BBCH 89;28/08/2024
TNT3;70;BBCH 89;28/08/2024
TNT3;50;BBCH 89;28/08/2024
TNT3;50;BBCH 89;28/08/2024
TNT3;100;BBCH 89;28/08/2024
TNT3;60;BBCH 89;28/08/2024
TNT3;90;BBCH 89;28/08/2024
TNT3;100;BBCH 89;28/08/2024
TNT3;80;BBCH 89;28/08/2024
TNT3;90;BBCH 89;28/08/2024
TNT3;100;BBCH 89;28/08/2024
TNT4;100;BBCH 89;28/08/2024
TNT4;20;BBCH 89;28/08/2024
TNT4;80;BBCH 89;28/08/2024
TNT4;20;BBCH 89;28/08/2024
TNT4;30;BBCH 89;28/08/2024
TNT4;15;BBCH 89;28/08/2024
TNT4;90;BBCH 89;28/08/2024
TNT4;50;BBCH 89;28/08/2024
TNT4;100;BBCH 89;28/08/2024
TNT4;50;BBCH 89;28/08/2024
TNT4;90;BBCH 89;28/08/2024
TNT4;80;BBCH 89;28/08/2024
TNT4;50;BBCH 89;28/08/2024
TNT4;80;BBCH 89;28/08/2024
TNT4;70;BBCH 89;28/08/2024
TNT4;80;BBCH 89;28/08/2024
TNT4;5;BBCH 89;28/08/2024
TNT4;50;BBCH 89;28/08/2024
TNT4;40;BBCH 89;28/08/2024
TNT4;10;BBCH 89;28/08/2024
TNT4;0;BBCH 89;28/08/2024
TNT4;10;BBCH 89;28/08/2024
TNT4;50;BBCH 89;28/08/2024
TNT4;30;BBCH 89;28/08/2024
TNT4;5;BBCH 89;28/08/2024
TNT4;10;BBCH 89;28/08/2024
TNT4;60;BBCH 89;28/08/2024
TNT4;40;BBCH 89;28/08/2024
TNT4;10;BBCH 89;28/08/2024
TNT4;20;BBCH 89;28/08/2024
TNT4;10;BBCH 89;28/08/2024
TNT4;20;BBCH 89;28/08/2024
TNT4;40;BBCH 89;28/08/2024
TNT4;20;BBCH 89;28/08/2024
TNT4;0;BBCH 89;28/08/2024
TNT4;10;BBCH 89;28/08/2024
TNT4;100;BBCH 89;28/08/2024
TNT4;80;BBCH 89;28/08/2024
TNT4;100;BBCH 89;28/08/2024
TNT4;60;BBCH 89;28/08/2024
TNT4;80;BBCH 89;28/08/2024
TNT4;100;BBCH 89;28/08/2024
TNT4;50;BBCH 89;28/08/2024
TNT4;50;BBCH 89;28/08/2024
TNT4;80;BBCH 89;28/08/2024
TNT4;40;BBCH 89;28/08/2024
TNT4;100;BBCH 89;28/08/2024
TNT4;50;BBCH 89;28/08/2024
TNT4;20;BBCH 89;28/08/2024
TNT4;20;BBCH 89;28/08/2024
